"sep=;"
post_name;post_title;post_status;post_content;post_excerpt;post_author;post_parent;post_date;comment_status;ping_status;post_image;ait-items;ait-locations;featuredItem;headerImage;address;latitude;longitude;streetview;telephone;telephoneAdditional@number;email;showEmail;contactOwnerBtn;web;webLinkLabel;displayOpeningHours;openingHoursMonday;openingHoursTuesday;openingHoursWednesday;openingHoursThursday;openingHoursFriday;openingHoursSaturday;openingHoursSunday;openingHoursNote;displaySocialIcons;socialIconsOpenInNewWindow;socialIcons@image;socialIcons@icon;socialIcons@iconColor;socialIcons@link;displayGallery;gallery@title;gallery@image;displayFeatures;features@icon;features@text;features@desc
laboratoire-med-hedihela-ben-amor-kechrid-mdimagh;"Laboratoire Med hedi+hela ben amor & kechrid mdimagh";publish;"<h2 class=""y4vuei-3 cBtaUV"">Med hedi+hela ben amor & kechrid mdimagh</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"6 Rue Habib Echatti Residence Les Jasmins El Manar 2092 Tunis Tunisie";36.83371;10.150508;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-hichem-ben-rhouma;"Laboratoire Hichem ben rhouma";publish;"<h2 class=""y4vuei-3 cBtaUV"">Hichem ben rhouma</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"30 Bis Rue Tarek Ibn Zied Mutuelleville 1082 Tunis Tunisie";36.838214;10.166274;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-khaled-ben-romdhane;"Laboratoire Khaled ben romdhane";publish;"<h2 class=""y4vuei-3 cBtaUV"">Khaled ben romdhane</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"17 Rue Dr Alphonse Laverm Hedi Chaker 1002 Tunis Tunisie";36.815386963057;10.179442885569;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-selma-bellil-ben-haha;"Laboratoire Selma bellil ben haha";publish;"<h2 class=""y4vuei-3 cBtaUV"">Selma bellil ben haha</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Résidence El Hadaek Rue Lac De Constance Les Berges Du Lac 1053 Tunis Tunisie";36.840543213598;10.251937238212;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-carole-ben-fadhl;"Laboratoire Carole ben fadhl";publish;"<h2 class=""y4vuei-3 cBtaUV"">Carole ben fadhl</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"13 Rue De Florus Carthage Hannibal Carthage 2016 Tunis Tunisie";36.8529199;10.3217245;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-samia-chatti-dey;"Laboratoire Samia chatti  dey";publish;"<h2 class=""y4vuei-3 cBtaUV"">Samia chatti  dey</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Clinique Hannibal Cité LES PINS LAC II La Medina 1000 Tunis Tunisie";36.84519;10.2839921;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-khaled-dellagi;"Laboratoire Khaled dellagi";publish;"<h2 class=""y4vuei-3 cBtaUV"">Khaled dellagi</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Bvd 7 Novembre X4 Polyclinique Taoufik Hedi Chaker 1002 Tunis Tunisie";36.815225266306;10.179297013698;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-mohamed-moncef-hamdane;"Laboratoire Mohamed moncef hamdane";publish;"<h2 class=""y4vuei-3 cBtaUV"">Mohamed moncef hamdane</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Résidence El Ward App 2 Bloc 7 El Menzah 9 1013 Tunis Tunisie";36.847088;10.1516944;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-samia-hannachi;"Laboratoire Samia hannachi";publish;"<h2 class=""y4vuei-3 cBtaUV"">Samia hannachi</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Immeuble Nour City Bloc A 2ème Etage app 2-1 Cite El Khadra 1003 Tunis Tunisie";36.8239349;10.2263694;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-mohamed-kammoun;"Laboratoire Mohamed kammoun";publish;"<h2 class=""y4vuei-3 cBtaUV"">Mohamed kammoun</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Centre Ibn Zohr X2 Cite El Khadra 1003 Tunis Tunisie";36.824159478821;10.226571399471;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-nadia-kourda;"Laboratoire Nadia kourda";publish;"<h2 class=""y4vuei-3 cBtaUV"">Nadia kourda</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Appartement A 2 -4 Immeuble LE PLACE Centre urbain nord cité Mahrajène El Menzah 1082 Tunis Tunisie";36.847858;10.198332;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-med-kamel-makni;"Laboratoire Med kamel makni";publish;"<h2 class=""y4vuei-3 cBtaUV"">Med kamel makni</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"6 Avenue Kheireddine Bacha Immeuble Slim 1er Etage App 13 Hedi Chaker 1002 Tunis Tunisie";36.815360013598;10.179252130045;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-heifa-nfoussi;"Laboratoire Heifa nfoussi";publish;"<h2 class=""y4vuei-3 cBtaUV"">Heifa nfoussi</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Résidence FARAH LAKE app 5 bloc B 1 er étage Rue de la feuille d`erable cité les pins Les Berges Du Lac 1053 Tunis Tunisie";36.840498297834;10.251757644499;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-nedra-ouni-ben-mena;"Laboratoire Nedra ouni  ben mena";publish;"<h2 class=""y4vuei-3 cBtaUV"">Nedra ouni  ben mena</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"67 AV Alain Savary IMM SOPIVEL App A-3-4 La Medina 1000 Tunis Tunisie";36.8293221;10.1880982;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-neila-sallami-kammoun;"Laboratoire Neila sallami kammoun";publish;"<h2 class=""y4vuei-3 cBtaUV"">Neila sallami kammoun</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Immeuble Campus 1er Etage App N°6 El Manar 2092 Tunis Tunisie";36.8327336;10.1489311;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-amel-zakraoui-ep-madhi;"Laboratoire Amel zakraoui ep madhi";publish;"<h2 class=""y4vuei-3 cBtaUV"">Amel zakraoui ep madhi</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"79 Avenue De La Liberté Hedi Chaker 1002 Tunis Tunisie";36.815234249459;10.179196025479;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-karima-abbes-ep-makni;"Laboratoire Karima abbes ep makni";publish;"<h2 class=""y4vuei-3 cBtaUV"">Karima abbes ep makni</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Route De Gremda Km 0.2imm Ribat El Medina Bloc B 5 Etage App 512 Sfax Ville 3000 Sfax Tunisie";34.739866915764;10.760260098692;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-youssef-ben-hamed;"Laboratoire Youssef ben hamed";publish;"<h2 class=""y4vuei-3 cBtaUV"">Youssef ben hamed</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Avenue 7 Novembre Immeuble Ibn Khouldoun Escalier A App. N°3 Sfax Ville 3000 Sfax Tunisie";34.739956747293;10.760085190552;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-imen-chtourou;"Laboratoire Imen chtourou";publish;"<h2 class=""y4vuei-3 cBtaUV"">Imen chtourou</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Immeuble Palmarium 4 Bloc B 5ème Etage N°53 Sfax Ville 3000 Sfax Tunisie";34.740019629363;10.760183576381;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-ines-fakhfakh-samet;"Laboratoire Ines fakhfakh samet";publish;"<h2 class=""y4vuei-3 cBtaUV"">Ines fakhfakh samet</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Immeuble Medina Center 2 Avenue Carthage Sakiet Ezzit 3021 Sfax Tunisie";34.8351803;10.766163;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-lilia-hachicha-mnif;"Laboratoire Lilia hachicha mnif";publish;"<h2 class=""y4vuei-3 cBtaUV"">Lilia hachicha mnif</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Rte Gremda Avenue De Carthage Complexe Ibn Zohr B40 Sfax Ville 3000 Sfax Tunisie";34.740019629363;10.76019450814;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
laboratoire-sameh-hammami;"Laboratoire Sameh hammami";publish;"<h2 class=""y4vuei-3 cBtaUV"">Sameh hammami</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Immeuble Fairouz Rue Ahmed Aloulou App 101 1er étage Sfax El Jadida 3027 Sfax Tunisie";34.742554796751;10.758638874078;1;;;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;
laboratoire-rachid-jelidi;"Laboratoire Rachid jelidi";publish;"<h2 class=""y4vuei-3 cBtaUV"">Rachid jelidi</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Centre médical el bassetine rue Moussa cité les jardins II Sfax Ville 3000 Sfax Tunisie";34.749705249459;10.763516760452;1;;;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;
laboratoire-maha-kharrat;"Laboratoire Maha kharrat";publish;"<h2 class=""y4vuei-3 cBtaUV"">Maha kharrat</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Immeuble Olivia Avenue Carthage Route Gremda Sfax Ville 3000 Sfax Tunisie";34.7410978;10.7581009;1;;;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;
laboratoire-salwa-krichen;"Laboratoire Salwa krichen";publish;"<h2 class=""y4vuei-3 cBtaUV"">Salwa krichen</h2> Laboratoire d`anatomie et cytologie pathologiques";;1;0;"2014-07-17 15:00:21";closed;open;;labartoire;tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/images.png;"Immeuble Mahssouna Km 4 route afran 7 ème étage BLOC C Sfax Ville 3000 Sfax Tunisie";34.740091494585;10.760139849346;1;;;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;
dr-naissen-kefi;"Dr Naissen KEFI";publish;"<h2 class=""y4vuei-3 cBtaUV"">Dr Naissen KEFI</h2>Specialiste en ophtalmologie
Traitement au laser
Chirurgie refractive- LASIK chirurgie de la cataracte/chirurgie de strabisme/chirurgie décollement de rétine/fond d`oeil/injection intra vitréenne/laser pascal/laser yag/ophtalmopédiatrie/topographie cornéenne et analyse du segment antérieur (pentacam: occulus)/traitement du glaucome au laser";;1;0;"2014-07-17 14:22:33";closed;open;;ophtalmologue;;1;https://www.med.tn/uploads/offices/thumbnail/29313_dr-naissen-kefi_1590022547.jpg;"rue ibn aghlab - immeuble yosr - étage 2 - b4   (en face d`irm et près de sidi sahbi) kairouan nord 3140 kairouan tunisie";35.6832587;10.0916517;1;"+216.31.575.657 / +216.23.451.011";;;;1;;;1;08:00-18:30;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-15:00;;;1;1;;;;;;;;;;;
dr-mohamed-salah-sarbaji;"Dr Mohamed salah SARBAJI";publish;"<h2 class=""y4vuei-3 cBtaUV"">Dr Mohamed salah SARBAJI</h2>Ancien Attaché des Hôpitaux de Paris correction de l`hallux valgus/manchette plâtrée / botte plâtrée";;1;0;"2014-07-17 14:22:33";closed;open;;chirurgien-orthopediste-traumatologue;;1;https://www.med.tn/uploads/offices/thumbnail/187613_dr-mohamed-salah-sarbaji_1590022548.jpg;"avenue majida boulila   complexe city centre   bloc a   1ér étage sfax ville 3000 sfax tunisie";34.7421935;10.7541482;1;"+216.74.415.660 / +216.53.415.699 / +216.20.571.227 / +216.53.444.999";;;;1;;;1;08:30-16:30;08:30-16:30;08:30-16:30;08:30-16:30;08:30-16:30;08:30-14:00;;;1;1;;;;;;;;;;;
dr-mohamed-ben-slimen;"Dr Mohamed BEN SLIMEN";publish;"<h2 class=""y4vuei-3 cBtaUV"">Dr Mohamed BEN SLIMEN</h2>Spécialiste en Dermatologie depuis 1999  Faculté de Médecine de Tunis.
Certificat d`études complémentaires en Lasers Dermatologiques en 2011  Faculté de Médecine de Tunis.
Mastère professionnel en Médecine Esthétique  Cosmétologie et Lasers en 2012  Faculté de médecine de Sousse. ";;1;0;"2014-07-17 14:22:33";closed;open;;dermatologue;;1;https://www.med.tn/uploads/offices/thumbnail/15383_dr-mohamed-ben-slimen_1590022548.jpg;"41 avenue docteur brahim gharbi  face la maison de culture kelibia 8090 nabeul tunisie";36.8481056;11.0898461;1;"+216.53.414.162 / +216.98.274.649";;;;1;;;1;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;;;1;1;;;;;;;;;;;
dr-wannes-ben-yaakoub;"Dr Wannes BEN YAAKOUB";publish;"<h2 class=""y4vuei-3 cBtaUV"">Dr Wannes BEN YAAKOUB</h2>Diplôme de médecine appliquée au sport.
Diplôme de chirurgie de la main et du membre supérieur. Paris
Diplôme de formation médicale spécialisée approfondie en chirurgie orthopédique et traumatologie. 
Ancien assistant Spécialiste à clinique la francilienne. Paris 
Ancien Interne des Hôpitaux de Poitiers (France) correction de l`hallux valgus/infiltration intra-articulaire et/ou péri-tendineuse/manchette plâtrée / botte plâtrée";;1;0;"2014-07-17 14:22:33";closed;open;;chirurgien-orthopediste-traumatologue;;1;https://www.med.tn/img/img.png;"centre elaouina médical 2ème étage a9  boulevard de l`environnement  en face de carrefour express aouina l`aouina 2045 tunis tunisie";36.858778953852;10.257123915344;1;"+216.71.760.102 / +216.23.545.498";;;;1;;;1;09:00-13:30/15:00-18:30;09:00-13:00/15:00-18:30;09:00-13:00/15:00-18:30;09:00-13:00/15:00-18:30;09:00-13:00/15:00-18:30;09:00-16:00;;;1;1;;;;;;;;;;;
dr-mohamed-ben-hassine;"Dr Mohamed BEN HASSINE";publish;"<h2 class=""y4vuei-3 cBtaUV"">Dr Mohamed BEN HASSINE</h2>Diplome en dermatologie esthétique  laser et cosmetologie France 
Diplome Evaluation et controle des techniques d injections et comblement en dermatologie et chirurgie plastique  Paris 
Diplome de dermatologie pediatrique Montpellier
Formation laser pratique  Tunis 
Visiting doctor arabie saoudite  koweit et tripoli ds cliniques esthetiques epilation laser/mésothérapie antidouleur/mésothérapie du cuir chevelu/microneedling/remodelage visage/soins spécifiques du visage/traitement de l`hypersudation par la toxine botulique/traitement des rides par l`acide hyaluronique/traitement des rides par la toxine botulique";;1;0;"2014-07-17 14:22:33";closed;open;;dermatologue;;1;https://www.med.tn/uploads/offices/thumbnail/203610--mohamed-ben-hassine-1591086820_3550.jpg;"21 rue d`alger centre bizerte medical immeuble biat bizerte nord 7000 bizerte tunisie";37.2701099;9.870259;1;"+216.72.430.632 / +216.50.836.010";;;;1;;;1;08:00-13:00/15:00-17:00;08:00-13:00/15:00-17:00;08:00-13:00/15:00-17:00;08:00-13:00/15:00-17:00;08:00-13:00/15:00-17:00;08:00-13:00;;;1;1;;;;;;;;;;;
dr-jihen-brour;"Dr Jihen BROUR";publish;"<h2 class=""y4vuei-3 cBtaUV"">Dr Jihen BROUR</h2>Ophtalmologie adulte et pédiatrique
Chirurgie du segment antérieur  du strabisme et des annexes
Diplôme de contactologie ophtalmopédiatrie/adaptation de lentilles rigides et de lentilles d`orthokératologie/chirurgie de la cataracte/chirurgie de strabisme";;1;0;"2014-07-17 14:22:33";closed;open;;ophtalmologue;;1;https://www.med.tn/img/img.png;"bourguiba medical center app b2 1 er etage 27 rue aziza othmena mutuelleville tunis. mutuelleville 1082 tunis tunisie";36.8387153;10.1696617;1;+216.92.209.357;;;;1;;;1;09:00-15:00;09:00-15:00;09:00-15:00;09:00-15:00;09:00-15:00;09:00-12:00;;;1;1;;;;;;;;;;;
dr-lotfi-ben-amor;"Dr Lotfi BEN AMOR";publish;"<h2 class=""y4vuei-3 cBtaUV"">Dr Lotfi BEN AMOR</h2>Spécialiste en Ophtalmologie
Chirurgie des yeux et Traitement par Laser
Chirurgie de la cataracte par microincision
Chirurgie de gloucome de strabisme
Chirurgie des paupières et voies lacrymales
Correction de la réfraction par lasik chirurgie de strabisme/chirurgie décollement de rétine/chirurgie de la cataracte/adaptation de lentilles rigides et de lentilles d`orthokératologie/fond d`oeil/laser pascal/laser yag/ophtalmopédiatrie";;1;0;"2014-07-17 14:22:33";closed;open;;ophtalmologue;sousse;1;https://www.med.tn/uploads/offices/thumbnail/12782_dr-lotfi-ben-amor_1590022548.jpg;"83 avenue de la république(immeuble la victoria) trocadéro sousse ville 4000 sousse tunisie";35.8313267;10.6322219;1;"+216.73.227.106 / +216.98.480.622";;;;1;;;1;08:00-16:00;08:00-16:00;08:00-16:00;08:00-16:00;08:00-16:00;08:00-13:00;;;1;1;;;;;;;;;;;
dr-wafa-kammoun-fakhfekh;"Dr Wafa KAMMOUN FAKHFEKH";publish;"<h2 class=""y4vuei-3 cBtaUV"">Dr Wafa KAMMOUN FAKHFEKH</h2>طبيبة اختصاصية أولى بمستشفى الحبيب بورقيبة و جراحة مباشرة سابقا بالمستشفيات الجامعية بتونس و فرنسا
* ماجيستر في لأمراض و جراحة أورام الفم الوجه و العنق بباريس
* جراحة الأذنين
* جراحة الغدد 
* جراحة جيوب الأنف بالمنظار ablation des amygdales/ablation des végétations/audiométrie enfant et adulte/endoscopies (rigides et souple avec canal opérateur pour radiofréquence endoscopique)/implants cochleaires/nasofibroscopie/otospongiose/sonogramme (troubles de la voix)/traitement des acouphènes/biopsie du cavum";;1;0;"2014-07-17 14:22:33";closed;open;;oto-rhino-laryngologiste-orl;;1;https://www.med.tn/uploads/offices/thumbnail/23942_dr-wafa-kammoun-fakhfekh_1590022548.jpg;"route gremda km 0.5 avenue carthage immeuble madina center bloc d 1 ére étage sfax ville 3000 sfax tunisie";34.74083493015;10.757555257923;1;"+216.74.400.044 / +216.70.032.525 / +216.22.131.184 / +216.96.286.166";;;;1;;;1;09:00-14:00;09:00-14:00;09:00-14:00;09:00-14:00;09:00-14:00;09:00-13:00;;;1;1;;;;;;;;;;;
pr-samira-blouza-chabchoub;"Pr Samira BLOUZA CHABCHOUB";publish;"<h2 class=""y4vuei-3 cBtaUV"">Pr Samira BLOUZA CHABCHOUB</h2>Médecine Interne
Diabétologie – Nutrition et Obésité
Ancien Professeur à la Faculté de Médecine de Tunis
Ancien Chef de Service à l’institut National de Nutrition ";;1;0;"2014-07-17 14:22:33";closed;open;;medecin-interniste;;1;https://www.med.tn/uploads/offices/thumbnail/15192_pr-samira-blouza-chabchoub_1590022548.jpg;"avenue moheddine klibi (en face clinique - avicenne) el manar 2 2092 tunis tunisie";36.842809883153;10.159366949452;1;"+216.71.887.794 / +216. / +216.";;;;1;;;1;09:00-14:00;09:00-14:00;09:00-14:00;10:00-14:00;10:00-14:00;10:00-13:00;;;1;1;;;;;;;;;;;
dr-ghanem-mtibaa;"Dr Ghanem MTIBAA";publish;"<h2 class=""y4vuei-3 cBtaUV"">Dr Ghanem MTIBAA</h2>Sexologue  psychothérapeute  psychologie de l`enfant   de l`adolescent et du sujet âgé. 
Phytothérapie. 
Homéopathie. sexothérapie/psychothérapie du couple/addictologie";;1;0;"2014-07-17 14:22:33";closed;open;;psychiatre;;1;https://www.med.tn/uploads/offices/thumbnail/29302_dr-ghanem-mtibaa_1590022547.jpg;"rue hedi nouira  immeuble emna city  derrière le gouvernorat et la banque centrale de sfax  bloc a  3ème étage sfax ville 3000 sfax tunisie";34.7394398;10.755634;1;"+216.74.490.390 / +216.70.032.474 / +216.26.366.866 / +216.";;;;1;;;1;08:00-22:00;08:00-22:00;08:00-22:00;08:00-22:00;08:00-22:00;08:00-22:00;;;1;1;;;;;;;;;;;
dr-nabila-hamzaoui-hanafi;"Dr Nabila HAMZAOUI HANAFI";publish;"<h2 class=""y4vuei-3 cBtaUV"">Dr Nabila HAMZAOUI HANAFI</h2>Diplômes:
-PCEM obtenu à Faculté de médecine de Montpellier (UFR Médecine Montpellier-Nîmes).
-Médecin dentiste (Diplômée de la faculté de médecine dentaire de Monastir en 1986).
Formation
-30 ans d`expérience au sein de la polyclinique de la CNSS el khadra.
-Médecin major. blanchiment dentaire/bridges en zircone /curetage dentaire/dépigmentation au laser/détartrage dentaire/dévitalisation dentaire/facette dentaire/freinectomie au laser/gingivectomie au laser/interception/pédodontie/prise en charge des patients diabétiques/prise en charge des patients cardiaques/prise en charge des patients sous radiothérapie/traitement endodontique au laser";;1;0;"2014-07-17 14:22:33";closed;open;;medecin-dentiste;;1;https://www.med.tn/img/img.png;"2 rue de la jeunesse destourienne 1er etage cite el khadra 1003 tunis tunisie";36.8326039;10.19358;1;"+216.36.427.527 / +216.27.799.946";;;;1;;;1;09:00-14:00/15:00-18:30;09:00-14:00/15:00-18:30;09:00-14:00/15:00-18:30;09:00-14:00/15:00-18:30;09:00-14:00/15:00-18:00;" ";;;1;1;;;;;;;;;;;
